vX1,vX2,vX3,vX4,vX5,vX6,vX7,vX8,vX9,vX10,vX11,vX12,vX13,vX14,vX15,vX16,vX17,vX18,vX19,vX20,vX21,vX22,vX23,vX24,vX25,vX26,vX27,vX28,vX29,vX30,vX31,vX32,vX33,vX34,vX35,vX36,vX37,vX38,vX39,vX40,vX41,vX42,vX43,vX44,vX45,vX46,vX47,vX48,vX49,vX50,vX51,vX52,vX53,vX54,vX55,vX56,vX57,Class
0.65,0.0,0.65,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.0,0.0,1.3,0.65,0.0,1.96,0.0,2.61,0.0,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8340000000000001,0.463,0.0,2.44,22,122,1
0.05,0.0,0.11,0.0,0.16,0.05,0.0,0.0,0.5,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.05,0.22,0.0,0.16,0.0,0.0,0.0,0.62,0.67,0.05,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.73,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.073,0.211,0.04,0.0,0.016,0.0,2.787,47,1090,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.687,0.0,0.0,0.0,0.0,1.888,9,17,0
0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.49,0.0,0.49,2.71,0.0,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,0.0,0.0,0.0,0.036000000000000004,0.147,0.0,0.147,0.0,0.0,2.587,55,282,0
1.23,0.0,0.0,0.0,0.0,0.46,0.0,0.15,0.0,0.61,0.0,0.3,1.07,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.92,0.0,0.76,1.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057,0.0,0.52,0.289,0.14400000000000002,4.33,84,446,1
0.0,0.0,0.34,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,1.37,1.37,0.0,0.0,0.0,0.0,0.34,2.74,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.232,0.0,0.406,0.0,0.0,1.425,6,77,0
0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.1,0.353,0.05,0.0,0.0,0.0,1.227,4,27,0
0.0,0.0,0.55,0.0,1.11,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.37,0.37,3.15,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.182,0.0,0.455,0.0,0.0,1.32,4,70,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.13,0.0,1.1,0.13,0.0,0.0,0.0,1.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,0.0,0.0,0.27,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.07,0.07,0.0,0.0,0.0,0.0,2.064,23,322,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.222,2,11,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,4,11,0
0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.0,0.05,0.0,0.05,0.0,0.0,0.05,0.0,0.0,0.2,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.2,0.0,0.35,0.0,0.141,0.0,0.0,0.0,0.0,1.997,87,1620,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.09,4.54,4.54,4.54,4.54,4.54,4.54,4.54,0.0,4.54,4.54,4.54,0.0,0.0,0.0,4.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.169,0.0,0.0,0.0,0.0,3.1,11,31,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.83,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.91,0.0,0.175,0.0,0.0,0.0,0.0,1.0,1,18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.53,0.0,0.0,0.0,0.0,0.0,1.26,1.26,1.26,2.53,1.26,1.26,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.208,0.0,0.0,1.758,11,51,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.187,5,35,0
0.0,0.39,0.39,0.0,0.19,0.0,0.0,0.19,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.98,0.19,0.39,0.59,0.0,0.78,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.128,0.0,0.16,0.16,0.0,2.128,31,730,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.094,0.0,0.0,1.4280000000000002,5,40,1
0.0,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5,9,0
0.0,0.18,0.18,0.0,0.74,0.0,0.18,0.0,0.0,0.55,0.18,0.18,0.0,0.0,0.18,0.0,0.0,0.0,1.11,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.37,0.0,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.058,0.0,0.0,0.029,1.57,2.166,11,208,1
0.0,0.0,0.0,0.0,0.38,0.38,0.38,0.38,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.38,0.0,0.0,3.5,0.0,1.94,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122,0.0,0.0,2.08,12,104,1
0.0,0.0,1.42,0.0,0.71,0.35,0.0,0.35,0.0,0.71,0.0,0.35,0.0,0.0,0.0,5.35,0.0,0.0,3.21,0.0,2.85,0.0,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.102,0.0,0.35700000000000004,0.0,0.0,1.971,24,205,1
0.0,0.0,0.51,0.0,0.17,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,1.19,0.0,1.02,0.0,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.026,0.156,0.0,0.078,0.0,0.0,1.7480000000000002,13,299,0
0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.0,0.5,0.0,1.5,3.0,0.0,1.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0.445,0.979,0.0,4.685,28,164,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.41,0.0,1.67,0.41,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.312,0.062,0.0,1.477,8,65,1
0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.0,0.0,1.55,0.0,0.0,0.0,0.77,0.77,0.0,2.32,0.0,2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.0,0.0,0.0,0.0,0.268,0.0,0.672,0.403,0.0,2.794,29,109,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,0.0,0.0,0.0,0.0,1.07,0.0,0.0,0.0,0.197,0.0,0.0,0.0,0.0,2.315,7,44,0
0.0,0.0,0.32,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.48,0.0,0.96,0.0,0.96,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021,0.105,0.0,0.021,0.063,0.063,3.789,39,432,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.225,0.0,0.0,1.0,1,4,0
0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,0.46,0.46,0.23,3.0,0.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.038,0.0,0.0,0.0,0.038,2.6,42,182,1
0.76,0.0,0.38,0.0,0.12,0.25,0.0,0.12,0.12,0.0,0.0,0.25,0.38,0.0,0.0,0.38,0.0,0.25,2.92,0.0,2.92,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.6609999999999999,0.08800000000000001,0.0,2.256,21,325,1
0.11,0.11,0.34,0.0,0.11,0.0,0.0,0.0,1.02,0.0,0.0,0.45,0.0,0.0,0.0,0.11,0.0,0.0,0.45,0.0,0.22,0.0,0.0,0.0,0.56,0.68,0.11,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.22,0.0,0.0,0.11,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.103,0.177,0.029,0.0,0.029,0.0,4.296,81,653,0
0.0,0.0,0.0,1.33,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.684,0.0,0.228,3.0,12,69,1
0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,0.0,0.0,0.0,1.19,0.0,0.0,2.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.0,0.0,1.461,4,19,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.02,0.0,0.0,0.0,1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.142,0.0,1.857,10,65,0
0.17,0.0,0.68,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,4.8,0.0,1.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.17,0.0,0.0,0.0,0.032,0.0,0.065,0.0,0.0,1.189,5,69,0
0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.692,21,35,0
0.0,0.0,0.55,0.0,1.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.18,0.0,0.37,0.37,3.14,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18600000000000005,0.0,0.434,0.0,0.0,1.3769999999999998,4,73,1
0.0,0.81,0.0,0.0,2.03,0.0,0.0,0.4,0.0,1.21,0.0,0.81,0.0,0.0,0.0,0.4,0.0,0.0,3.65,0.0,1.62,0.0,1.62,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.272,0.0,3.192,34,166,1
0.0,0.0,0.38,0.0,0.38,0.38,0.0,0.0,0.38,0.0,0.0,1.55,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.38,0.0,0.0,0.0,0.77,0.77,0.38,0.0,0.0,0.0,0.0,0.0,1.93,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,1.16,0.0,0.0,0.0,0.0,0.061,0.0,0.0,0.0,0.0,2.9530000000000003,34,127,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5,4,18,0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.285,3,9,0
0.1,0.0,0.1,0.0,0.4,0.1,0.1,0.0,0.2,0.2,0.4,0.5,0.0,0.6,0.0,0.91,0.2,0.0,1.72,4.26,1.72,0.0,0.4,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.093,0.0,0.297,0.156,0.0,6.8,494,1428,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,2,0
0.0,0.0,0.72,0.0,1.81,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.0,0.0,0.0,0.0,0.72,0.0,0.72,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053,0.265,0.0,0.0,0.0,0.0,1.543,13,88,1
0.0,0.0,0.49,0.0,0.49,0.49,0.0,0.0,0.0,0.49,0.0,2.94,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.0,0.0,0.0,0.0,1.47,0.98,0.0,0.98,0.49,0.0,0.0,0.0,0.49,0.0,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.166,0.0,0.0,0.0,0.0,2.234,11,105,0
0.1,0.2,1.01,0.0,0.8,0.8,0.5,0.0,0.8,0.1,0.3,0.7,0.3,0.0,1.61,0.1,0.0,1.11,1.31,0.2,0.7,0.0,0.6,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.1,0.0,0.0,0.0,0.11,0.0,0.49,0.158,0.015,8.55,669,1351,1
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.777,14,25,0
